product_id,name,n_obs,price_min,price_max,price_mean
the-last-painting-of-sara-de-vos_259,The Last Painting of Sara de Vos,2,55.55,55.55,55.55
the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,2,33.92,33.92,33.92
the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,2,16.77,16.77,16.77
the-light-of-the-fireflies_71,The Light of the Fireflies,2,54.43,54.43,54.43
the-literature-book-big-ideas-simply-explained_755,The Literature Book (Big Ideas Simply Explained),2,17.43,17.43,17.43
the-little-paris-bookshop_407,The Little Paris Bookshop,2,24.73,24.73,24.73
the-little-prince_72,The Little Prince,2,45.42,45.42,45.42
the-lonely-city-adventures-in-the-art-of-being-alone_639,The Lonely City: Adventures in the Art of Being Alone,2,33.26,33.26,33.26
the-lonely-ones_261,The Lonely Ones,2,43.59,43.59,43.59
the-loney_756,The Loney,2,23.4,23.4,23.4
the-long-haul-diary-of-a-wimpy-kid-9_757,The Long Haul (Diary of a Wimpy Kid #9),2,44.07,44.07,44.07
the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848,The Long Shadow of Small Ghosts: Murder and Memory in an American City,2,10.97,10.97,10.97
the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6,37.6,37.6
the-lovers-dictionary_262,The Lover's Dictionary,2,58.09,58.09,58.09
the-lucifer-effect-understanding-how-good-people-turn-evil_758,The Lucifer Effect: Understanding How Good People Turn Evil,2,10.4,10.4,10.4
the-makings-of-a-fatherless-child_450,The Makings of a Fatherless Child,2,31.58,31.58,31.58
the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,2,59.45,59.45,59.45
the-marriage-of-opposites_759,The Marriage of Opposites,2,28.08,28.08,28.08
the-martian-the-martian-1_548,The Martian (The Martian #1),2,41.39,41.39,41.39
the-matchmakers-playbook-wingmen-inc-1_850,The Matchmaker's Playbook (Wingmen Inc. #1),2,55.85,55.85,55.85
the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,2,42.91,42.91,42.91
the-maze-runner-the-maze-runner-1_263,The Maze Runner (The Maze Runner #1),2,20.93,20.93,20.93
the-metamorphosis_409,The Metamorphosis,2,28.58,28.58,28.58
the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",2,28.45,28.45,28.45
the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640,The Midnight Watch: A Novel of the Titanic and the Californian,2,26.2,26.2,26.2
the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",2,23.89,23.89,23.89
the-mirror-the-maze-the-wrath-and-the-dawn-15_73,The Mirror & the Maze (The Wrath and the Dawn #1.5),2,29.38,29.38,29.38
the-mistake-off-campus-2_851,The Mistake (Off-Campus #2),2,43.29,43.29,43.29
the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",2,12.34,12.34,12.34
the-most-perfect-thing-inside-and-outside-a-birds-egg_938,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,2,42.96,42.96,42.96
the-murder-of-roger-ackroyd-hercule-poirot-4_852,The Murder of Roger Ackroyd (Hercule Poirot #4),2,44.1,44.1,44.1
the-murder-that-never-was-forensic-instincts-5_939,The Murder That Never Was (Forensic Instincts #5),2,54.11,54.11,54.11
the-mysterious-affair-at-styles-hercule-poirot-1_452,The Mysterious Affair at Styles (Hercule Poirot #1),2,24.8,24.8,24.8
the-name-of-god-is-mercy_264,The Name of God is Mercy,2,37.25,37.25,37.25
the-name-of-the-wind-the-kingkiller-chronicle-1_74,The Name of the Wind (The Kingkiller Chronicle #1),2,50.59,50.59,50.59
the-nameless-city-the-nameless-city-1_940,The Nameless City (The Nameless City #1),2,38.16,38.16,38.16
the-nanny-diaries-nanny-1_265,The Nanny Diaries (Nanny #1),2,52.53,52.53,52.53
the-natural-history-of-us-the-fine-art-of-pretending-2_941,The Natural History of Us (The Fine Art of Pretending #2),2,45.22,45.22,45.22
the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,2,37.34,37.34,37.34
the-new-brand-you-your-new-image-makes-the-sale-for-you_575,The New Brand You: Your New Image Makes the Sale for You,2,44.05,44.05,44.05
the-new-drawing-on-the-right-side-of-the-brain_550,The New Drawing on the Right Side of the Brain,2,43.02,43.02,43.02
the-new-guy-and-other-senior-year-distractions_266,The New Guy (and Other Senior Year Distractions),2,44.92,44.92,44.92
the-nicomachean-ethics_75,The Nicomachean Ethics,2,36.34,36.34,36.34
the-nightingale_267,The Nightingale,2,26.26,26.26,26.26
the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),2,57.7,57.7,57.7
the-obsession_268,The Obsession,2,45.43,45.43,45.43
the-odyssey_77,The Odyssey,2,29.64,29.64,29.64
the-omnivores-dilemma-a-natural-history-of-four-meals_854,The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21,38.21,38.21
the-origin-of-species_499,The Origin of Species,2,10.01,10.01,10.01
the-paris-wife_269,The Paris Wife,2,36.8,36.8,36.8
the-passion-of-dolssa_351,The Passion of Dolssa,2,28.32,28.32,28.32
the-past-never-ends_942,The Past Never Ends,2,56.5,56.5,56.5
the-perfect-play-play-by-play-1_352,The Perfect Play (Play by Play #1),2,59.99,59.99,59.99
the-perks-of-being-a-wallflower_453,The Perks of Being a Wallflower,2,55.02,55.02,55.02
the-picture-of-dorian-gray_270,The Picture of Dorian Gray,2,29.7,29.7,29.7
the-pilgrims-progress_353,The Pilgrim's Progress,2,50.26,50.26,50.26
the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",2,56.41,56.41,56.41
the-power-greens-cookbook-140-delicious-superfood-recipes_410,The Power Greens Cookbook: 140 Delicious Superfood Recipes,2,11.05,11.05,11.05
the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760,The Power of Habit: Why We Do What We Do in Life and Business,2,16.88,16.88,16.88
the-power-of-now-a-guide-to-spiritual-enlightenment_855,The Power of Now: A Guide to Spiritual Enlightenment,2,43.54,43.54,43.54
the-project_856,The Project,2,10.65,10.65,10.65
the-psychopath-test-a-journey-through-the-madness-industry_857,The Psychopath Test: A Journey Through the Madness Industry,2,36.0,36.0,36.0
the-purest-hook-second-circle-tattoos-3_271,The Purest Hook (Second Circle Tattoos #3),2,12.25,12.25,12.25
the-purpose-driven-life-what-on-earth-am-i-here-for_272,The Purpose Driven Life: What on Earth Am I Here for?,2,37.19,37.19,37.19
the-raven-boys-the-raven-cycle-1_411,The Raven Boys (The Raven Cycle #1),2,57.74,57.74,57.74
the-raven-king-the-raven-cycle-4_412,The Raven King (The Raven Cycle #4),2,30.57,30.57,30.57
the-red-tent_273,The Red Tent,2,35.66,35.66,35.66
the-regional-office-is-under-attack_858,The Regional Office Is Under Attack!,2,51.36,51.36,51.36
the-republic_78,The Republic,2,33.78,33.78,33.78
the-requiem-red_995,The Requiem Red,2,22.65,22.65,22.65
the-rest-is-noise-listening-to-the-twentieth-century_274,The Rest Is Noise: Listening to the Twentieth Century,2,34.77,34.77,34.77
the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),2,10.92,10.92,10.92
the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454,The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,39.67,39.67
the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),2,42.57,42.57,42.57
the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),2,23.21,23.21,23.21
the-rose-the-dagger-the-wrath-and-the-dawn-2_278,The Rose & the Dagger (The Wrath and the Dawn #2),2,58.64,58.64,58.64
the-rosie-project-don-tillman-1_761,The Rosie Project (Don Tillman #1),2,54.04,54.04,54.04
the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",2,54.12,54.12,54.12
the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",2,54.81,54.81,54.81
the-sandman-vol-3-dream-country-the-sandman-volumes-3_279,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",2,55.55,55.55,55.55
the-secret-garden_413,The Secret Garden,2,15.08,15.08,15.08
the-secret-healer_80,The Secret Healer,2,34.56,34.56,34.56
the-secret-of-dreadwillow-carse_944,The Secret of Dreadwillow Carse,2,56.13,56.13,56.13
the-secret-the-secret-1_859,The Secret (The Secret #1),2,27.37,27.37,27.37
the-selfish-gene_81,The Selfish Gene,2,29.45,29.45,29.45
the-sense-of-an-ending_111,The Sense of an Ending,2,31.38,31.38,31.38
the-shack_576,The Shack,2,28.03,28.03,28.03
the-shadow-hero-the-shadow-hero_860,The Shadow Hero (The Shadow Hero),2,33.14,33.14,33.14
the-shining-the-shining-1_354,The Shining (The Shining #1),2,27.88,27.88,27.88
the-silent-sister-riley-macpherson-1_641,The Silent Sister (Riley MacPherson #1),2,46.29,46.29,46.29
the-silent-twin-detective-jennifer-knight-3_82,The Silent Twin (Detective Jennifer Knight #3),2,36.25,36.25,36.25
the-silent-wife_83,The Silent Wife,2,12.34,12.34,12.34
the-silkworm-cormoran-strike-2_280,The Silkworm (Cormoran Strike #2),2,23.05,23.05,23.05
the-sleep-revolution-transforming-your-life-one-night-at-a-time_608,"The Sleep Revolution: Transforming Your Life, One Night at a Time",2,11.68,11.68,11.68
the-smitten-kitchen-cookbook_281,The Smitten Kitchen Cookbook,2,23.59,23.59,23.59
the-song-of-achilles_762,The Song of Achilles,2,37.4,37.4,37.4
the-songs-of-the-gods_763,The Songs of the Gods,2,44.48,44.48,44.48
the-sound-of-love_455,The Sound Of Love,2,57.84,57.84,57.84
the-stand_282,The Stand,2,57.86,57.86,57.86
the-star-touched-queen_642,The Star-Touched Queen,2,32.3,32.3,32.3
the-star-touched-queen_764,The Star-Touched Queen,2,46.02,46.02,46.02
the-story-of-art_500,The Story of Art,2,41.14,41.14,41.14
the-story-of-hong-gildong_84,The Story of Hong Gildong,2,43.19,43.19,43.19
the-stranger_861,The Stranger,2,17.44,17.44,17.44
the-suffragettes-little-black-classics-96_112,"The Suffragettes (Little Black Classics, #96)",2,11.89,11.89,11.89
the-testament-of-mary_765,The Testament of Mary,2,52.67,52.67,52.67
the-thing-about-jellyfish_283,The Thing About Jellyfish,2,48.77,48.77,48.77
the-third-wave-an-entrepreneurs-vision-of-the-future_862,The Third Wave: An Entrepreneurâs Vision of the Future,2,12.61,12.61,12.61
the-three-searches-meaning-and-the-story_649,"The Three Searches, Meaning, and the Story",2,13.33,13.33,13.33
the-time-keeper_766,The Time Keeper,2,27.88,27.88,27.88
the-tipping-point-how-little-things-can-make-a-big-difference_284,The Tipping Point: How Little Things Can Make a Big Difference,2,10.02,10.02,10.02
the-torch-is-passed-a-harding-family-story_945,The Torch Is Passed: A Harding Family Story,2,19.09,19.09,19.09
the-travelers_285,The Travelers,2,15.77,15.77,15.77
the-tumor_85,The Tumor,2,41.56,41.56,41.56
the-undomestic-goddess_286,The Undomestic Goddess,2,45.75,45.75,45.75
the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),2,43.62,43.62,43.62
the-vacationers_863,The Vacationers,2,42.15,42.15,42.15
the-wedding-dress_864,The Wedding Dress,2,24.12,24.12,24.12
the-wedding-pact-the-omalleys-2_767,The Wedding Pact (The O'Malleys #2),2,32.61,32.61,32.61
the-whale_501,The Whale,2,35.96,35.96,35.96
the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,2,58.08,58.08,58.08
the-white-queen-the-cousins-war-1_768,The White Queen (The Cousins' War #1),2,25.91,25.91,25.91
the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,36.52,36.52
the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",2,14.41,14.41,14.41
the-widow_609,The Widow,2,27.26,27.26,27.26
the-wild-robot_288,The Wild Robot,2,56.07,56.07,56.07
the-wright-brothers_769,The Wright Brothers,2,56.8,56.8,56.8
the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,2,34.72,34.72,34.72
the-year-of-magical-thinking_770,The Year of Magical Thinking,2,43.04,43.04,43.04
the-zombie-room_87,The Zombie Room,2,19.69,19.69,19.69
thinking-fast-and-slow_289,"Thinking, Fast and Slow",2,21.14,21.14,21.14
thirst_946,Thirst,2,17.27,17.27,17.27
thirteen-reasons-why_866,Thirteen Reasons Why,2,52.72,52.72,52.72
this-is-where-it-ends_771,This Is Where It Ends,2,27.12,27.12,27.12
this-is-your-brain-on-music-the-science-of-a-human-obsession_414,This Is Your Brain on Music: The Science of a Human Obsession,2,38.4,38.4,38.4
this-one-moment-pushing-limits-1_88,This One Moment (Pushing Limits #1),2,48.71,48.71,48.71
this-one-summer_947,This One Summer,2,19.49,19.49,19.49
thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,2,59.64,59.64,59.64
three-martini-lunch_290,Three-Martini Lunch,2,23.21,23.21,23.21
three-wishes-river-of-time-california-1_89,Three Wishes (River of Time: California #1),2,44.18,44.18,44.18
throne-of-glass-throne-of-glass-1_868,Throne of Glass (Throne of Glass #1),2,35.07,35.07,35.07
through-the-woods_772,Through the Woods,2,25.38,25.38,25.38
throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,2,31.12,31.12,31.12
tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643,Tipping Point for Planet Earth: How Close Are We to the Edge?,2,37.55,37.55,37.55
tipping-the-velvet_999,Tipping the Velvet,2,53.74,53.74,53.74
toddlers-are-aholes-its-not-your-fault_503,Toddlers Are A**holes: It's Not Your Fault,2,25.55,25.55,25.55
tracing-numbers-on-a-train_869,Tracing Numbers on a Train,2,41.6,41.6,41.6
travels-with-charley-in-search-of-america_90,Travels with Charley: In Search of America,2,57.82,57.82,57.82
trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",2,53.51,53.51,53.51
troublemaker-surviving-hollywood-and-scientology_610,Troublemaker: Surviving Hollywood and Scientology,2,48.39,48.39,48.39
tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),2,16.28,16.28,16.28
tuesday-nights-in-1980_870,Tuesday Nights in 1980,2,21.04,21.04,21.04
twenties-girl_292,Twenties Girl,2,42.8,42.8,42.8
twenty-love-poems-and-a-song-of-despair_91,Twenty Love Poems and a Song of Despair,2,30.95,30.95,30.95
twenty-yawns_773,Twenty Yawns,2,22.08,22.08,22.08
twilight-twilight-1_293,Twilight (Twilight #1),2,41.93,41.93,41.93
two-boys-kissing_294,Two Boys Kissing,2,32.74,32.74,32.74
two-summers_415,Two Summers,2,14.64,14.64,14.64
unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",2,25.52,25.52,25.52
unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,45.95,45.95,45.95
under-the-banner-of-heaven-a-story-of-violent-faith_295,Under the Banner of Heaven: A Story of Violent Faith,2,30.0,30.0,30.0
under-the-tuscan-sun_504,Under the Tuscan Sun,2,37.33,37.33,37.33
underlying-notes_577,Underlying Notes,2,11.82,11.82,11.82
unicorn-tracks_951,Unicorn Tracks,2,18.78,18.78,18.78
unlimited-intuition-now_578,Unlimited Intuition Now,2,58.87,58.87,58.87
unqualified-how-god-uses-broken-people-to-do-big-things_873,(Un)Qualified: How God Uses Broken People to Do Big Things,2,54.0,54.0,54.0
unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,46.33,46.33
unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",2,44.18,44.18,44.18
unstuffed-decluttering-your-home-mind-and-soul_296,"Unstuffed: Decluttering Your Home, Mind, and Soul",2,58.09,58.09,58.09
until-friday-night-the-field-party-1_775,Until Friday Night (The Field Party #1),2,46.31,46.31,46.31
untitled-collection-sabbath-poems-2014_953,Untitled Collection: Sabbath Poems 2014,2,14.27,14.27,14.27
v-for-vendetta-v-for-vendetta-complete_776,V for Vendetta (V for Vendetta Complete),2,37.1,37.1,37.1
vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94,36.94,36.94
vampire-girl-vampire-girl-1_92,Vampire Girl (Vampire Girl #1),2,53.82,53.82,53.82
vampire-knight-vol-1-vampire-knight-1_93,"Vampire Knight, Vol. 1 (Vampire Knight #1)",2,15.4,15.4,15.4
vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,13.66,13.66
very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,2,50.66,50.66,50.66
vogue-colors-a-to-z-a-fashion-coloring-book_355,Vogue Colors A to Z: A Fashion Coloring Book,2,52.35,52.35,52.35
voyager-outlander-3_299,Voyager (Outlander #3),2,21.07,21.07,21.07
walk-the-edge-thunder-road-2_300,Walk the Edge (Thunder Road #2),2,32.36,32.36,32.36
wall-and-piece_971,Wall and Piece,2,44.18,44.18,44.18
walt-disneys-alice-in-wonderland_777,Walt Disney's Alice in Wonderland,2,12.96,12.96,12.96
watchmen_579,Watchmen,2,58.05,58.05,58.05
ways-of-seeing_94,Ways of Seeing,2,39.51,39.51,39.51
we-are-all-completely-beside-ourselves_301,We Are All Completely Beside Ourselves,2,24.04,24.04,24.04
we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",2,53.9,53.9,53.9
we-love-you-charlie-freeman_954,"We Love You, Charlie Freeman",2,50.27,50.27,50.27
we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,2,31.95,31.95,31.95
what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506,What Happened on Beale Street (Secrets of the South Mysteries #2),2,25.37,25.37,25.37
what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2,53.68,53.68,53.68
whats-it-like-in-space-stories-from-astronauts-whove-been-there_779,What's It Like in Space?: Stories from Astronauts Who've Been There,2,19.6,19.6,19.6
when-breath-becomes-air_553,When Breath Becomes Air,2,39.36,39.36,39.36
when-im-gone_95,When I'm Gone,2,51.96,51.96,51.96
when-we-collided_955,When We Collided,2,31.77,31.77,31.77
when-you-are-engulfed-in-flames_303,When You Are Engulfed in Flames,2,30.89,30.89,30.89
where-lightning-strikes-bleeding-stars-3_96,Where Lightning Strikes (Bleeding Stars #3),2,39.77,39.77,39.77
where-she-went-if-i-stay-2_417,Where She Went (If I Stay #2),2,41.73,41.73,41.73
whered-you-go-bernadette_304,"Where'd You Go, Bernadette",2,18.13,18.13,18.13
while-you-were-mine_97,While You Were Mine,2,41.32,41.32,41.32
whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,2,38.2,38.2,38.2
why-not-me_554,Why Not Me?,2,17.76,17.76,17.76
why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67,48.67,48.67
why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,2,52.65,52.65,52.65
wild-from-lost-to-found-on-the-pacific-crest-trail_305,Wild: From Lost to Found on the Pacific Crest Trail,2,46.02,46.02,46.02
wild-swans_782,Wild Swans,2,14.36,14.36,14.36
wildlife-of-new-york-a-five-borough-coloring-book_507,Wildlife of New York: A Five-Borough Coloring Book,2,22.14,22.14,22.14
will-grayson-will-grayson-will-grayson-will-grayson_419,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",2,47.31,47.31,47.31
will-you-wont-you-want-me_644,Will You Won't You Want Me?,2,13.86,13.86,13.86
william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",2,43.3,43.3,43.3
without-borders-wanderlove-1_956,Without Borders (Wanderlove #1),2,45.07,45.07,45.07
without-shame_580,Without Shame,2,48.27,48.27,48.27
wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",2,37.34,37.34,37.34
world-war-z-an-oral-history-of-the-zombie-war_306,World War Z: An Oral History of the Zombie War,2,21.8,21.8,21.8
world-without-end-the-pillars-of-the-earth-2_420,World Without End (The Pillars of the Earth #2),2,32.97,32.97,32.97
worlds-elsewhere-journeys-around-shakespeares-globe_972,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,2,40.3,40.3,40.3
wuthering-heights_307,Wuthering Heights,2,17.73,17.73,17.73
y-the-last-man-vol-1-unmanned-y-the-last-man-1_98,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",2,18.51,18.51,18.51
you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,2,12.08,12.08,12.08
you-are-what-you-love-the-spiritual-power-of-habit_872,You Are What You Love: The Spiritual Power of Habit,2,21.87,21.87,21.87
you-cant-bury-them-all-poems_961,You can't bury them all: Poems,2,33.63,33.63,33.63
you-you-1_784,You (You #1),2,43.61,43.61,43.61
zealot-the-life-and-times-of-jesus-of-nazareth_785,Zealot: The Life and Times of Jesus of Nazareth,2,24.7,24.7,24.7
zero-history-blue-ant-3_308,Zero History (Blue Ant #3),2,34.77,34.77,34.77
zero-to-one-notes-on-startups-or-how-to-build-the-future_555,"Zero to One: Notes on Startups, or How to Build the Future",2,34.06,34.06,34.06
